name,id,nametype,recclass,mass (g),fall,year,reclat,reclong,GeoLocation
Les Ormes,12769,Valid,L6,125,Fell,1857,48.350000,3.250000,"(48.35, 3.25)"
Lesves,12772,Valid,L6,2000,Fell,1896,50.366670,4.733330,"(50.36667, 4.73333)"
Lichtenberg,14646,Valid,H6,4000,Fell,1973,-26.150000,26.183330,"(-26.15, 26.18333)"
Lillaverke,14650,Valid,H5,6862,Fell,1930,56.650000,15.866670,"(56.65, 15.86667)"
Limerick,14652,Valid,H5,50000,Fell,1813,52.566670,-8.783330,"(52.56667, -8.78333)"
Linum,14655,Valid,L6,1862,Fell,1854,52.750000,12.900000,"(52.75, 12.9)"
Lishui,14659,Valid,L5,498,Fell,1978,31.633330,118.983330,"(31.63333, 118.98333)"
Lissa,14661,Valid,L6,12800,Fell,1808,50.200000,14.850000,"(50.2, 14.85)"
Little Piney,14664,Valid,L5,491,Fell,1839,37.916670,-92.083330,"(37.91667, -92.08333)"
Lixna,14670,Valid,H4,5213,Fell,1820,56.000000,26.433330,"(56.0, 26.43333)"
Lodran,14675,Valid,Lodranite,1000,Fell,1868,29.533330,71.800000,"(29.53333, 71.8)"
Lohawat,14678,Valid,Howardite,40000,Fell,1994,26.965560,72.626670,"(26.96556, 72.62667)"
Lorton,52843,Valid,L6,329.7,Fell,2010,38.700660,-77.211630,"(38.70066, -77.21163)"
Los Martinez,14708,Valid,L6,25,Fell,1894,38.000000,-0.833330,"(38.0, -0.83333)"
Lost City,14711,Valid,H5,17000,Fell,1970,36.008330,-95.150000,"(36.00833, -95.15)"
Louisville,14716,Valid,L6,1300,Fell,1977,38.250000,-85.750000,"(38.25, -85.75)"
Łowicz,14718,Valid,Mesosiderite-A3,59000,Fell,1935,52.000000,19.916670,"(52.0, 19.91667)"
Lua,14721,Valid,L5,9241,Fell,1926,24.950000,75.150000,"(24.95, 75.15)"
Lucé,14724,Valid,L6,3500,Fell,1768,47.850000,0.483330,"(47.85, 0.48333)"
Lumpkin,14753,Valid,L6,340,Fell,1869,32.033330,-84.766670,"(32.03333, -84.76667)"
Lunan,14754,Valid,H6,2520,Fell,1980,24.800000,103.300000,"(24.8, 103.3)"
Lundsgård,14755,Valid,L6,11000,Fell,1889,56.216670,13.033330,"(56.21667, 13.03333)"
Luotolax,14756,Valid,Howardite,885,Fell,1813,61.200000,27.700000,"(61.2, 27.7)"
Luponnas,14757,Valid,H3-5,14000,Fell,1753,46.216670,5.000000,"(46.21667, 5.0)"
Lusaka,14759,Valid,Unknown,,Fell,1951,-7.216670,29.433330,"(-7.21667, 29.43333)"
Mabwe-Khoywa,14764,Valid,L5,540,Fell,1937,19.000000,97.000000,"(19.0, 97.0)"
Macau,15370,Valid,H5,1500,Fell,1836,-5.200000,-36.666670,"(-5.2, -36.66667)"
Machinga,15371,Valid,L6,93200,Fell,1981,-15.212220,35.242220,"(-15.21222, 35.24222)"
Macibini,15372,Valid,Eucrite-pmict,1995,Fell,1936,-28.833330,31.950000,"(-28.83333, 31.95)"
Madhipura,15379,Valid,L,1000,Fell,1950,25.916670,86.366670,"(25.91667, 86.36667)"
Madiun,15380,Valid,L6,400,Fell,1935,-7.750000,111.533330,"(-7.75, 111.53333)"
Madrid,15382,Valid,L6,400,Fell,1896,40.416670,-3.716670,"(40.41667, -3.71667)"
Mafra,15383,Valid,L3-4,600,Fell,1941,-26.166670,-49.933330,"(-26.16667, -49.93333)"
Magnesia,15386,Valid,"Iron, IAB-sHL",5000,Fell,1899,37.866670,27.516670,"(37.86667, 27.51667)"
Magombedze,15387,Valid,H3-5,666.6,Fell,1990,-19.483330,31.650000,"(-19.48333, 31.65)"
Mahadevpur,47361,Valid,H4/5,70500,Fell,2007,27.666670,95.783330,"(27.66667, 95.78333)"
Maigatari-Danduma,30751,Valid,H5/6,4629,Fell,2004,12.833330,9.383330,"(12.83333, 9.38333)"
Malaga,15393,Valid,OC,150,Fell,1933,32.216670,-104.000000,"(32.21667, -104.0)"
Malakal,15394,Valid,L5,2000,Fell,1970,9.500000,31.750000,"(9.5, 31.75)"
Malampaka,15395,Valid,H,470,Fell,1930,-3.133330,33.516670,"(-3.13333, 33.51667)"
Malotas,15397,Valid,H5,,Fell,1931,-28.933330,-63.233330,"(-28.93333, -63.23333)"
Malvern,15400,Valid,Eucrite-pmict,807,Fell,1933,-29.450000,26.766670,"(-29.45, 26.76667)"
Mamra Springs,15401,Valid,L6,1000,Fell,1927,45.216670,62.083330,"(45.21667, 62.08333)"
Manbhoom,15402,Valid,LL6,1700,Fell,1863,23.050000,86.700000,"(23.05, 86.7)"
Manegaon,15403,Valid,Diogenite,50,Fell,1843,20.966670,76.100000,"(20.96667, 76.1)"
Mangwendi,15405,Valid,LL6,22300,Fell,1934,-17.650000,31.600000,"(-17.65, 31.6)"
Manych,15409,Valid,LL3.4,3555,Fell,1951,45.816670,44.633330,"(45.81667, 44.63333)"
Mardan,15414,Valid,H5,4500,Fell,1948,34.233330,72.083330,"(34.23333, 72.08333)"
Maria Linden,15418,Valid,L4,114,Fell,1925,,,
Mariaville,15419,Valid,Iron,340,Fell,1898,42.716670,-99.383330,"(42.71667, -99.38333)"
Maribo,48973,Valid,CM2,25.81,Fell,2009,54.761830,11.467450,"(54.76183, 11.46745)"
Maridi,15421,Valid,H6,3200,Fell,1941,4.666670,29.250000,"(4.66667, 29.25)"
Marilia,15422,Valid,H4,2500,Fell,1971,-22.250000,-49.933330,"(-22.25, -49.93333)"
Marion (Iowa),15424,Valid,L6,28400,Fell,1847,41.900000,-91.600000,"(41.9, -91.6)"
Marjalahti,15426,Valid,"Pallasite, PMG",45000,Fell,1902,61.500000,30.500000,"(61.5, 30.5)"
Marmande,15429,Valid,L5,3000,Fell,1848,44.500000,0.150000,"(44.5, 0.15)"
Maromandia,15430,Valid,L6,6000,Fell,2002,-14.200000,48.100000,"(-14.2, 48.1)"
Maryville,15436,Valid,L6,1443,Fell,1983,35.800000,-84.100000,"(35.8, -84.1)"
Mascombes,15438,Valid,L6,1000,Fell,1836,45.366670,1.866670,"(45.36667, 1.86667)"
Mason Gully,53653,Valid,H5,24.54,Fell,2010,0.000000,0.000000,"(0.0, 0.0)"
Mässing,15443,Valid,Howardite,1600,Fell,1803,48.133330,12.616670,"(48.13333, 12.61667)"
Mauerkirchen,15446,Valid,L6,19000,Fell,1768,48.183330,13.133330,"(48.18333, 13.13333)"
Mauritius,15447,Valid,L6,220,Fell,1801,-20.000000,57.000000,"(-20.0, 57.0)"
Mayo Belwa,15451,Valid,Aubrite,4850,Fell,1974,8.966670,12.083330,"(8.96667, 12.08333)"
Mazapil,15453,Valid,"Iron, IAB-sLL",4000,Fell,1885,24.683330,-101.683330,"(24.68333, -101.68333)"
Maziba,15454,Valid,L6,4975,Fell,1942,-1.216670,30.000000,"(-1.21667, 30.0)"
Mbale,15455,Valid,L5/6,150000,Fell,1992,1.066670,34.166670,"(1.06667, 34.16667)"
Medanitos,15467,Valid,Eucrite-cm,31,Fell,1953,-27.250000,-67.500000,"(-27.25, -67.5)"
Meerut,15469,Valid,H5,22,Fell,1861,29.016670,77.800000,"(29.01667, 77.8)"
Meester-Cornelis,15470,Valid,H5,24750,Fell,1915,-6.233330,106.883330,"(-6.23333, 106.88333)"
Menow,15485,Valid,H4,10500,Fell,1862,53.183330,13.150000,"(53.18333, 13.15)"
Menziswyl,15486,Valid,L5,28.9,Fell,1903,46.818670,7.218170,"(46.81867, 7.21817)"
Mern,15489,Valid,L6,4000,Fell,1878,55.050000,12.066670,"(55.05, 12.06667)"
Meru,15491,Valid,LL6,6000,Fell,1945,0.000000,37.666670,"(0.0, 37.66667)"
Merua,15492,Valid,H5,71400,Fell,1920,25.483330,81.983330,"(25.48333, 81.98333)"
Messina,15495,Valid,L5,2405,Fell,1955,38.183330,15.566670,"(38.18333, 15.56667)"
Meuselbach,16626,Valid,L6,870,Fell,1897,50.583330,11.100000,"(50.58333, 11.1)"
Mezel,16627,Valid,L6,1300,Fell,1949,45.766670,3.250000,"(45.76667, 3.25)"
Mezö-Madaras,16628,Valid,L3.7,22700,Fell,1852,46.500000,25.733330,"(46.5, 25.73333)"
Mhow,16629,Valid,L6,350,Fell,1827,25.900000,83.616670,"(25.9, 83.61667)"
Mianchi,16631,Valid,H5,1100,Fell,1980,34.800000,111.700000,"(34.8, 111.7)"
Middlesbrough,16632,Valid,L6,1600,Fell,1881,54.566670,-1.166670,"(54.56667, -1.16667)"
Mifflin,52090,Valid,L5,3584,Fell,2010,42.907500,-90.365560,"(42.9075, -90.36556)"
Mighei,16634,Valid,CM2,8000,Fell,1889,48.066670,30.966670,"(48.06667, 30.96667)"
Mihonoseki,16635,Valid,L6,6380,Fell,1992,35.568330,133.220000,"(35.56833, 133.22)"
Mike,16636,Valid,L6,224.2,Fell,1944,46.233330,17.533330,"(46.23333, 17.53333)"
Milena,16640,Valid,L6,10000,Fell,1842,46.183330,16.100000,"(46.18333, 16.1)"
Millbillillie,16643,Valid,Eucrite-mmict,330000,Fell,1960,-26.450000,120.366670,"(-26.45, 120.36667)"
Miller (Arkansas),16645,Valid,H5,16700,Fell,1930,35.400000,-92.050000,"(35.4, -92.05)"
Minamino,16692,Valid,L,1040,Fell,1632,35.078330,136.933330,"(35.07833, 136.93333)"
Mineo,16696,Valid,Pallasite,42,Fell,1826,37.283330,14.700000,"(37.28333, 14.7)"
Min-Fan-Zhun,16697,Valid,LL6,5500,Fell,1952,32.333330,120.666670,"(32.33333, 120.66667)"
Minnichhof,16700,Valid,OC,550,Fell,1905,47.700000,16.600000,"(47.7, 16.6)"
Mirzapur,16701,Valid,L5,8510,Fell,1910,25.683330,83.250000,"(25.68333, 83.25)"
Misshof,16703,Valid,H5,5800,Fell,1890,56.666670,23.000000,"(56.66667, 23.0)"
Mjelleim,16707,Valid,H,100.7,Fell,1898,61.733330,5.933330,"(61.73333, 5.93333)"
Mocs,16709,Valid,L5-6,300000,Fell,1882,46.800000,24.033330,"(46.8, 24.03333)"
Modoc (1905),16711,Valid,L6,35000,Fell,1905,38.500000,-101.100000,"(38.5, -101.1)"
Mokoia,16713,Valid,CV3,4500,Fell,1908,-39.633330,174.400000,"(-39.63333, 174.4)"
Molina,16715,Valid,H5,144000,Fell,1858,38.116670,-1.166670,"(38.11667, -1.16667)"
Molteno,16717,Valid,Howardite,150,Fell,1953,-31.250000,26.466670,"(-31.25, 26.46667)"
Monahans (1998),16719,Valid,H5,2587,Fell,1998,31.608330,-102.858330,"(31.60833, -102.85833)"
Monroe,16720,Valid,H4,8600,Fell,1849,35.250000,-80.500000,"(35.25, -80.5)"
Monte das Fortes,16725,Valid,L5,4885,Fell,1950,38.016670,-8.250000,"(38.01667, -8.25)"
Monte Milone,16726,Valid,L5,3130,Fell,1846,43.266670,13.350000,"(43.26667, 13.35)"
Montferré,16727,Valid,H5,149000,Fell,1923,43.390560,1.962500,"(43.39056, 1.9625)"
Montlivault,16729,Valid,L6,500,Fell,1838,47.633330,1.583330,"(47.63333, 1.58333)"
Monze,16733,Valid,L6,,Fell,1950,-15.966670,27.350000,"(-15.96667, 27.35)"
Moore County,16736,Valid,Eucrite-cm,1880,Fell,1913,35.416670,-79.383330,"(35.41667, -79.38333)"
Mooresfort,16737,Valid,H5,3520,Fell,1810,52.450000,-8.333330,"(52.45, -8.33333)"
Moorleah,16738,Valid,L6,8887.5,Fell,1930,-40.975000,145.600000,"(-40.975, 145.6)"
Moradabad,16740,Valid,L6,70,Fell,1808,28.783330,78.833330,"(28.78333, 78.83333)"
Morávka,16742,Valid,H5,633,Fell,2000,49.600000,18.533330,"(49.6, 18.53333)"
Mornans,16747,Valid,H5,1300,Fell,1875,44.600000,5.133330,"(44.6, 5.13333)"
Moss,36592,Valid,CO3.6,3763,Fell,2006,59.433330,10.700000,"(59.43333, 10.7)"
Moti-ka-nagla,16759,Valid,H6,1500,Fell,1868,26.833330,77.333330,"(26.83333, 77.33333)"
Motta di Conti,16762,Valid,H4,9150,Fell,1868,45.200000,8.500000,"(45.2, 8.5)"
Mount Browne,16766,Valid,H6,11300,Fell,1902,-29.800000,141.700000,"(-29.8, 141.7)"
Mount Tazerzait,16804,Valid,L5,110000,Fell,1991,18.700000,4.800000,"(18.7, 4.8)"
Mount Vaisi,16805,Valid,Stone-uncl,17000,Fell,1637,44.083330,6.866670,"(44.08333, 6.86667)"
Mtola,16820,Valid,Stone-uncl,1100,Fell,1944,-11.500000,33.500000,"(-11.5, 33.5)"
Muddoor,16841,Valid,L5,4400,Fell,1865,12.633330,77.016670,"(12.63333, 77.01667)"
Mulletiwu,16851,Valid,L,25.5,Fell,1795,9.333330,80.833330,"(9.33333, 80.83333)"
Muraid,16874,Valid,L6,4703,Fell,1924,24.500000,90.216670,"(24.5, 90.21667)"
Murchison,16875,Valid,CM2,100000,Fell,1969,-36.616670,145.200000,"(-36.61667, 145.2)"
Murray,16882,Valid,CM2,12600,Fell,1950,36.600000,-88.100000,"(36.6, -88.1)"
Muzaffarpur,16885,Valid,"Iron, IAB-sHL",1245,Fell,1964,26.133330,85.533330,"(26.13333, 85.53333)"
Myhee Caunta,16887,Valid,OC,,Fell,1842,23.050000,72.633330,"(23.05, 72.63333)"
Nadiabondi,16889,Valid,H5,8165,Fell,1956,12.000000,1.000000,"(12.0, 1.0)"
Nagai,16890,Valid,L6,1810,Fell,1922,38.121670,140.061670,"(38.12167, 140.06167)"
Nagaria,16892,Valid,Eucrite-cm,20,Fell,1875,26.983330,78.216670,"(26.98333, 78.21667)"
Nagy-Borové,16893,Valid,L5,6100,Fell,1895,49.166670,19.500000,"(49.16667, 19.5)"
Nakhla,16898,Valid,Martian (nakhlite),10000,Fell,1911,31.316670,30.350000,"(31.31667, 30.35)"
Nakhon Pathom,16899,Valid,L6,23200,Fell,1923,13.733330,100.083330,"(13.73333, 100.08333)"
Nammianthal,16902,Valid,H5,4500,Fell,1886,12.283330,79.200000,"(12.28333, 79.2)"
Nan Yang Pao,16903,Valid,L6,52900,Fell,1917,35.666670,103.500000,"(35.66667, 103.5)"
Nanjemoy,16904,Valid,H6,7500,Fell,1825,38.416670,-77.166670,"(38.41667, -77.16667)"
Nantong,16907,Valid,H6,529,Fell,1984,32.116670,121.800000,"(32.11667, 121.8)"
Naoki,16908,Valid,H6,17000,Fell,1928,19.250000,77.000000,"(19.25, 77.0)"
Naragh,16909,Valid,H6,2700,Fell,1974,33.750000,51.500000,"(33.75, 51.5)"
Narellan,16912,Valid,L6,367.5,Fell,1928,-34.050000,150.688890,"(-34.05, 150.68889)"
Narni,16914,Valid,Stone-uncl,,Fell,0920,42.516670,12.516670,"(42.51667, 12.51667)"
Nassirah,16922,Valid,H4,347,Fell,1936,-21.733330,165.900000,"(-21.73333, 165.9)"
Natal,16923,Valid,Stone-uncl,1.4,Fell,1973,,,
Nawapali,16927,Valid,CM2,105,Fell,1890,21.250000,83.666670,"(21.25, 83.66667)"
Neagari,16934,Valid,L6,420,Fell,1995,36.449170,136.465280,"(36.44917, 136.46528)"
Nedagolla,16935,Valid,"Iron, ungrouped",4500,Fell,1870,18.683330,83.483330,"(18.68333, 83.48333)"
Nejo,16941,Valid,L6,2450,Fell,1970,9.500000,35.333330,"(9.5, 35.33333)"
Nerft,16945,Valid,L6,10250,Fell,1864,56.500000,21.500000,"(56.5, 21.5)"
Neuschwanstein,16950,Valid,EL6,6189,Fell,2002,47.525000,10.808330,"(47.525, 10.80833)"
New Concord,16953,Valid,L6,230000,Fell,1860,40.000000,-81.766670,"(40.0, -81.76667)"
New Halfa,16954,Valid,L4,12000,Fell,1994,15.366670,35.683330,"(15.36667, 35.68333)"
New Orleans,16960,Valid,H5,19256,Fell,2003,29.947180,-90.109760,"(29.94718, -90.10976)"
Ngawi,16966,Valid,LL3.6,1393,Fell,1883,-7.450000,111.416670,"(-7.45, 111.41667)"
N'Goureyma,16968,Valid,"Iron, ungrouped",37500,Fell,1900,13.850000,-4.383330,"(13.85, -4.38333)"
Nicorps,16970,Valid,Stone-uncl,,Fell,1750,49.033330,-1.433330,"(49.03333, -1.43333)"
Niger (L6),16974,Valid,L6,3.3,Fell,1967,,,
Niger (LL6),16975,Valid,LL6,3.3,Fell,1967,,,
Nikolaevka,16976,Valid,H4,3996,Fell,1935,52.450000,78.633330,"(52.45, 78.63333)"
Nikolskoe,16977,Valid,L4,6000,Fell,1954,56.116670,37.333330,"(56.11667, 37.33333)"
Ningbo,16980,Valid,"Iron, IVA",14250,Fell,1975,29.866670,121.483330,"(29.86667, 121.48333)"
Ningqiang,16981,Valid,C3-ung,4610,Fell,1983,32.925000,105.906670,"(32.925, 105.90667)"
Nio,16982,Valid,H3-4,467,Fell,1897,34.200000,131.566670,"(34.2, 131.56667)"
N'Kandhla,16983,Valid,"Iron, IID",17200,Fell,1912,-28.566670,30.700000,"(-28.56667, 30.7)"
Nobleborough,16984,Valid,Eucrite-pmict,2300,Fell,1823,44.083330,-69.483330,"(44.08333, -69.48333)"
Noblesville,16985,Valid,H4-6,483.7,Fell,1991,40.085280,-86.055000,"(40.08528, -86.055)"
Nogata,16988,Valid,L6,472,Fell,0860,33.725000,130.750000,"(33.725, 130.75)"
Nogoya,16989,Valid,CM2,4000,Fell,1879,-32.366670,-59.833330,"(-32.36667, -59.83333)"
Norfork,16994,Valid,"Iron, IIIAB",1050,Fell,1918,36.216670,-92.266670,"(36.21667, -92.26667)"
Norton County,17922,Valid,Aubrite,1100000,Fell,1948,39.683330,-99.866670,"(39.68333, -99.86667)"
Noventa Vicentina,17930,Valid,H4,177,Fell,1971,45.291670,11.527220,"(45.29167, 11.52722)"
Novo-Urei,17933,Valid,Ureilite,1900,Fell,1886,54.816670,46.000000,"(54.81667, 46.0)"
Novy-Ergi,17934,Valid,Stone-uncl,,Fell,1662,58.550000,31.333330,"(58.55, 31.33333)"
Novy-Projekt,17935,Valid,OC,1001,Fell,1908,56.000000,22.000000,"(56.0, 22.0)"
Noyan-Bogdo,17936,Valid,L6,250,Fell,1933,42.916670,102.466670,"(42.91667, 102.46667)"
Nuevo Mercurio,17938,Valid,H5,50000,Fell,1978,24.300000,-102.133330,"(24.3, -102.13333)"
Nulles,17959,Valid,H6,5000,Fell,1851,41.633330,0.750000,"(41.63333, 0.75)"
Numakai,17960,Valid,H4,363,Fell,1925,43.333330,141.866670,"(43.33333, 141.86667)"
Nyaung,17969,Valid,"Iron, IIIAB",737.6,Fell,1939,21.208330,94.916670,"(21.20833, 94.91667)"
Nyirábrany,17970,Valid,LL5,1100,Fell,1914,47.550000,22.025000,"(47.55, 22.025)"
Ochansk,17979,Valid,H4,500000,Fell,1887,57.783330,55.266670,"(57.78333, 55.26667)"
Oesede,17988,Valid,H5,1400,Fell,1927,52.283330,8.050000,"(52.28333, 8.05)"
Oesel,17989,Valid,L6,6000,Fell,1855,58.500000,23.000000,"(58.5, 23.0)"
Ofehértó,17990,Valid,L6,3750,Fell,1900,47.883330,22.033330,"(47.88333, 22.03333)"
Ogi,17994,Valid,H6,14360,Fell,1741,33.283330,130.200000,"(33.28333, 130.2)"
Ohaba,17995,Valid,H5,16250,Fell,1857,46.066670,23.583330,"(46.06667, 23.58333)"
Ohuma,17996,Valid,L5,7700,Fell,1963,6.750000,8.500000,"(6.75, 8.5)"
Ojuelos Altos,17997,Valid,L6,5850,Fell,1926,38.183330,-5.400000,"(38.18333, -5.4)"
Okabe,17998,Valid,H5,194,Fell,1958,36.183330,139.216670,"(36.18333, 139.21667)"
Okano,18000,Valid,"Iron, IIAB",4742,Fell,1904,35.083330,135.200000,"(35.08333, 135.2)"
Okniny,18002,Valid,LL6,12000,Fell,1834,50.833330,25.500000,"(50.83333, 25.5)"
Oldenburg (1930),18009,Valid,L6,16570,Fell,1930,52.950000,8.166670,"(52.95, 8.16667)"
Oliva-Gandia,18012,Valid,Stone-uncl,,Fell,1519,39.000000,-0.033330,"(39.0, -0.03333)"
Olivenza,18013,Valid,LL5,150000,Fell,1924,38.716670,-7.066670,"(38.71667, -7.06667)"
Olmedilla de Alarcón,18015,Valid,H5,40000,Fell,1929,39.566670,-2.100000,"(39.56667, -2.1)"
Omolon,18019,Valid,"Pallasite, PMG",250000,Fell,1981,64.020000,161.808330,"(64.02, 161.80833)"
Orgueil,18026,Valid,CI1,14000,Fell,1864,43.883330,1.383330,"(43.88333, 1.38333)"
Orlando,34489,Valid,Eucrite,180,Fell,2004,28.547500,-81.362220,"(28.5475, -81.36222)"
Ornans,18030,Valid,CO3.4,6000,Fell,1868,47.116670,6.150000,"(47.11667, 6.15)"
Ortenau,18033,Valid,Stone-uncl,4500,Fell,1671,48.500000,8.000000,"(48.5, 8.0)"
Orvinio,18034,Valid,H6,3400,Fell,1872,42.133330,12.933330,"(42.13333, 12.93333)"
Oterøy,18042,Valid,L6,246,Fell,1928,58.883330,9.400000,"(58.88333, 9.4)"
Otomi,18045,Valid,H,6510,Fell,1867,38.400000,140.350000,"(38.4, 140.35)"
Ottawa,18046,Valid,LL6,840,Fell,1896,38.600000,-95.216670,"(38.6, -95.21667)"
Ouadangou,56729,Valid,L5,4440,Fell,2003,12.900000,0.080000,"(12.9, 0.08)"
Oued el Hadjar,18050,Valid,LL6,1215.5,Fell,1986,30.180000,-6.577170,"(30.18, -6.57717)"
Oum Dreyga,31282,Valid,H3-5,17000,Fell,2003,24.300000,-13.100000,"(24.3, -13.1)"
Ourique,18052,Valid,H4,20000,Fell,1998,37.608330,-8.280000,"(37.60833, -8.28)"
Ovambo,18055,Valid,L6,121.5,Fell,1900,-18.000000,16.000000,"(-18.0, 16.0)"
Oviedo,18058,Valid,H5,205,Fell,1856,43.400000,-5.866670,"(43.4, -5.86667)"
Owrucz,18062,Valid,OC,,Fell,1775,51.333330,28.833330,"(51.33333, 28.83333)"
Pacula,18068,Valid,L6,3400,Fell,1881,21.050000,-99.300000,"(21.05, -99.3)"
Padvarninkai,18069,Valid,Eucrite-mmict,3858,Fell,1929,55.666670,25.000000,"(55.66667, 25.0)"
Paitan,18072,Valid,H6,515,Fell,1910,17.743330,120.455830,"(17.74333, 120.45583)"
Palahatchie,18073,Valid,OC,,Fell,1910,32.316670,-89.716670,"(32.31667, -89.71667)"
Palca de Aparzo,18074,Valid,L5,1430,Fell,1988,-23.116670,-65.100000,"(-23.11667, -65.1)"
Palinshih,18077,Valid,Iron,18000,Fell,1914,43.483330,118.616670,"(43.48333, 118.61667)"
Palmyra,18079,Valid,L3,135,Fell,1926,39.800000,-91.500000,"(39.8, -91.5)"
Palolo Valley,18082,Valid,H5,682,Fell,1949,21.300000,-157.783330,"(21.3, -157.78333)"
Dominion Range 03239,32591,Valid,L6,69.5,Found,2002,,,
Pampanga,18093,Valid,L5,10500,Fell,1859,15.083330,120.700000,"(15.08333, 120.7)"
Pantar,18098,Valid,H5,2130,Fell,1938,8.066670,124.283330,"(8.06667, 124.28333)"
Paragould,18101,Valid,LL5,408000,Fell,1930,36.066670,-90.500000,"(36.06667, -90.5)"
Parambu,18102,Valid,LL5,2000,Fell,1967,-6.233330,-40.700000,"(-6.23333, -40.7)"
Paranaiba,18103,Valid,L6,100000,Fell,1956,-19.133330,-51.666670,"(-19.13333, -51.66667)"
Park Forest,18106,Valid,L5,18000,Fell,2003,41.484720,-87.679170,"(41.48472, -87.67917)"
Parnallee,18108,Valid,LL3.6,77600,Fell,1857,9.233330,78.350000,"(9.23333, 78.35)"
Parsa,18109,Valid,EH3,800,Fell,1942,26.200000,85.400000,"(26.2, 85.4)"
Pasamonte,18110,Valid,Eucrite-pmict,5100,Fell,1933,36.216670,-103.400000,"(36.21667, -103.4)"
Patora,18112,Valid,H6,4375,Fell,1969,20.936940,82.050000,"(20.93694, 82.05)"
Patrimonio,18116,Valid,L6,2121,Fell,1950,-19.533330,-48.566670,"(-19.53333, -48.56667)"
Patti,18118,Valid,Iron,12,Fell,1922,38.133330,14.966670,"(38.13333, 14.96667)"
Patwar,18171,Valid,Mesosiderite-A1,37350,Fell,1935,23.150000,91.183330,"(23.15, 91.18333)"
Pavel,18173,Valid,H5,2968,Fell,1966,43.466670,25.516670,"(43.46667, 25.51667)"
Pavlodar (stone),18175,Valid,H5,142.5,Fell,1938,52.300000,77.033330,"(52.3, 77.03333)"
Pavlograd,18176,Valid,L6,40000,Fell,1826,48.533330,35.983330,"(48.53333, 35.98333)"
Pavlovka,18177,Valid,Howardite,2000,Fell,1882,52.033330,43.000000,"(52.03333, 43.0)"
Pê,18179,Valid,L6,,Fell,1989,11.333670,-3.542170,"(11.33367, -3.54217)"
Peace River,18180,Valid,L6,45760,Fell,1963,56.133330,-117.933330,"(56.13333, -117.93333)"
Peckelsheim,18181,Valid,Diogenite-pm,117.8,Fell,1953,51.666670,9.250000,"(51.66667, 9.25)"
Peekskill,18782,Valid,H6,12570,Fell,1992,41.283330,-73.916670,"(41.28333, -73.91667)"
Peña Blanca Spring,18786,Valid,Aubrite,70000,Fell,1946,30.125000,-103.116670,"(30.125, -103.11667)"
Peramiho,18792,Valid,Eucrite-mmict,165,Fell,1899,-10.666670,35.500000,"(-10.66667, 35.5)"
Perpeti,18793,Valid,L6,23474,Fell,1935,23.325000,91.000000,"(23.325, 91.0)"
Perth,18797,Valid,LL5,2,Fell,1830,56.400000,-3.433330,"(56.4, -3.43333)"
Pervomaisky,18798,Valid,L6,66000,Fell,1933,56.633330,39.433330,"(56.63333, 39.43333)"
Pesyanoe,18799,Valid,Aubrite,3393,Fell,1933,55.500000,66.083330,"(55.5, 66.08333)"
Pétèlkolé,18800,Valid,H5,189,Fell,1995,14.052000,0.420000,"(14.052, 0.42)"
Petersburg,18801,Valid,Eucrite-pmict,1800,Fell,1855,35.300000,-86.633330,"(35.3, -86.63333)"
Pettiswood,18804,Valid,Stone-uncl,,Fell,1779,53.533330,-7.333330,"(53.53333, -7.33333)"
Phillips County (stone),18808,Valid,L6,57900,Fell,1901,40.000000,-99.250000,"(40.0, -99.25)"
Phu Hong,18809,Valid,H4,500,Fell,1887,11.250000,108.583330,"(11.25, 108.58333)"
Phum Sambo,18811,Valid,H4,7800,Fell,1933,12.000000,105.483330,"(12.0, 105.48333)"
Phuoc-Binh,18812,Valid,L5,11000,Fell,1941,15.716670,108.100000,"(15.71667, 108.1)"
Piancaldoli,18813,Valid,LL3.4,13.1,Fell,1968,44.244170,11.502220,"(44.24417, 11.50222)"
Picote,18816,Valid,Stone-uncl,,Fell,1843,41.366670,-6.233330,"(41.36667, -6.23333)"
Pillistfer,18822,Valid,EL6,23250,Fell,1863,58.666670,25.733330,"(58.66667, 25.73333)"
Piplia Kalan,18831,Valid,Eucrite-mmict,42000,Fell,1996,26.034720,73.941670,"(26.03472, 73.94167)"
Piquetberg,18832,Valid,H,37,Fell,1881,-32.866670,18.716670,"(-32.86667, 18.71667)"
Pirgunje,18834,Valid,L6,842,Fell,1882,25.800000,88.450000,"(25.8, 88.45)"
Pirthalla,18835,Valid,H6,1161,Fell,1884,29.583330,76.000000,"(29.58333, 76.0)"
Pitts,18837,Valid,"Iron, IAB-ung",3760,Fell,1921,31.950000,-83.516670,"(31.95, -83.51667)"
Plantersville,18846,Valid,H6,2085,Fell,1930,30.700000,-96.116670,"(30.7, -96.11667)"
Pleşcoi,51706,Valid,L5-6,6913,Fell,2008,45.275000,26.709720,"(45.275, 26.70972)"
Ploschkovitz,18849,Valid,L5,39,Fell,1723,50.533330,14.116670,"(50.53333, 14.11667)"
Pnompehn,18851,Valid,L6,96,Fell,1868,11.583330,104.916670,"(11.58333, 104.91667)"
Dominion Range 03240,32592,Valid,LL5,290.89999999999998,Found,2002,,,
Pohlitz,18853,Valid,L5,3000,Fell,1819,50.933330,12.133330,"(50.93333, 12.13333)"
Pokhra,18858,Valid,H5,350,Fell,1866,26.716670,82.666670,"(26.71667, 82.66667)"
